,mean,bin_left
0,0.7996740296799971,1.604377369967496e-05
1,0.8133772399539375,0.05274445582901283
2,0.8100620492871702,0.105472867884326
3,0.8122979484764936,0.15820127993963917
4,0.8096730660212205,0.21092969199495232
5,0.8116442915271012,0.26365810405026546
6,0.8080607247130701,0.31638651610557866
7,0.8022399868627876,0.3691149281608918
8,0.7997517857664386,0.42184334021620495
9,0.8019124263251228,0.4745717522715181
10,0.803037389202947,0.5273001643268312
11,0.799852496883107,0.5800285763821444
12,0.8080156818626523,0.6327569884374576
13,0.8156323820130729,0.6854854004927707
14,0.8133305914037088,0.7382138125480839
15,0.8284979740120075,0.790942224603397
16,0.8371456077117765,0.8436706366587102
17,0.8334014225187291,0.8963990487140234
18,0.8134293658965251,0.9491274607693365
19,0.7744067843363213,1.0018558728246496
20,0.7434396420989065,1.0545842848799627
21,0.7523424969388511,1.107312696935276
22,0.7310993177102734,1.160041108990589
23,0.732657266215039,1.2127695210459022
24,0.7372641061766356,1.2654979331012155
25,0.754698235406748,1.3182263451565286
26,0.7023705159956382,1.3709547572118417
27,0.7272588359760136,1.4236831692671548
28,0.7045885472776995,1.476411581322468
29,0.7316846597212224,1.5291399933777812
30,0.7522008576647827,1.5818684054330943
31,0.7543967597180449,1.6345968174884076
32,0.7160624138076074,1.6873252295437207
33,0.7455726794965587,1.7400536415990338
34,0.7271196587403896,1.792782053654347
35,0.7319430328841691,1.8455104657096602
36,0.7175483660130719,1.8982388777649732
37,0.7643321965198117,1.9509672898202866
38,0.7342473278999759,2.0036957018756
39,0.7772541991707077,2.056424113930913
40,0.6902843315184513,2.109152525986226
41,0.744481001552271,2.161880938041539
42,0.7752904301817345,2.2146093500968527
43,0.7061610320284698,2.2673377621521658
44,0.798719652667021,2.320066174207479
45,0.7957789066279631,2.372794586262792
46,0.6872356495468278,2.425522998318105
47,0.7002002993484769,2.478251410373418
48,0.8103632478632479,2.5309798224287317
49,0.8054159049360147,2.5837082344840447
50,0.8487608731331036,2.636436646539358
51,0.7962088416633871,2.689165058594671
52,0.7468480934809348,2.741893470649984
53,0.7794332915098285,2.794621882705297
54,0.6994181681681683,2.84735029476061
55,0.6164743088158581,2.9000787068159237
56,0.7338802533103052,2.952807118871237
57,0.7916666666666666,3.00553553092655
58,0.8411458333333334,3.058263942981863
59,0.7313953488372092,3.110992355037176
60,0.7951612903225806,3.163720767092489
61,0.7819767441860465,3.2164491791478027
62,0.7142857142857143,3.269177591203116
63,0.8631756756756757,3.321906003258429
64,0.8447368421052631,3.374634415313742
65,0.8297199638663053,3.427362827369055
66,0.7617521367521367,3.480091239424368
