,mean,bin_left
0,0.7993499040998928,6.847410647091764e-05
1,0.7983023118433131,0.02946764787266664
2,0.8153232801650442,0.05886682163886236
3,0.812129073082942,0.08826599540505808
4,0.8055732823606633,0.1176651691712538
5,0.803001822585531,0.14706434293744955
6,0.8046206358838188,0.17646351670364527
7,0.8022620927153229,0.205862690469841
8,0.8044226872796656,0.2352618642360367
9,0.8016974225365368,0.26466103800223245
10,0.8024989816442739,0.29406021176842817
11,0.8043837948510933,0.3234593855346239
12,0.8030209167879359,0.3528585593008196
13,0.8085574003196262,0.3822577330670153
14,0.8083387873431173,0.41165690683321104
15,0.8078284799588277,0.44105608059940676
16,0.8070143541645752,0.4704552543656025
17,0.8117940838870565,0.4998544281317982
18,0.8144204404143641,0.529253601897994
19,0.8167166364734045,0.5586527756641897
20,0.8166137160160373,0.5880519494303854
21,0.8167361648668346,0.6174511231965811
22,0.8171158617370192,0.6468502969627768
23,0.8121134379969498,0.6762494707289726
24,0.813597048240293,0.7056486444951683
25,0.8157876753924836,0.735047818261364
26,0.818550760046586,0.7644469920275597
27,0.8248716867956296,0.7938461657937554
28,0.827505570531881,0.8232453395599512
29,0.8268902648306276,0.8526445133261469
30,0.8243994308350221,0.8820436870923426
31,0.8222650370127474,0.9114428608585383
32,0.8317830249485333,0.940842034624734
33,0.8292756198008298,0.9702412083909298
34,0.8261761449311239,0.9996403821571255
35,0.8295230433676937,1.0290395559233212
36,0.8303992336242199,1.058438729689517
37,0.8362388382408474,1.0878379034557126
38,0.8382599896104106,1.1172370772219085
39,0.8359185297871119,1.146636250988104
40,0.8305843040206753,1.1760354247543
41,0.8352694198029912,1.2054345985204955
42,0.8443653907592527,1.2348337722866913
43,0.849365010314184,1.264232946052887
44,0.8419112697183934,1.2936321198190828
45,0.8314132665629294,1.3230312935852784
46,0.8289718695431569,1.3524304673514742
47,0.8420089549002904,1.3818296411176698
48,0.8307031494124574,1.4112288148838656
49,0.8366334268344132,1.4406279886500613
50,0.8449948906394984,1.470027162416257
51,0.838800023715991,1.4994263361824527
52,0.8365902675374863,1.5288255099486485
53,0.8372175585325874,1.5582246837148441
54,0.8099023697211597,1.58762385748104
55,0.8031867148419346,1.6170230312472356
56,0.8132720267201851,1.6464222050134314
57,0.8121626205944925,1.675821378779627
58,0.8201030225019562,1.7052205525458228
59,0.8140160816976362,1.7346197263120184
60,0.8028018680879099,1.7640189000782143
61,0.8054579312658947,1.7934180738444099
62,0.8123069535200682,1.8228172476106057
63,0.8374599151335191,1.8522164213768013
64,0.8321086279962984,1.8816155951429971
65,0.8094725997084607,1.911014768909193
66,0.8481780364026741,1.9404139426753886
67,0.8405701587464257,1.9698131164415844
68,0.8246219169497612,1.99921229020778
69,0.8690796692967909,2.0286114639739754
70,0.8889127411590618,2.0580106377401712
71,0.8568580008146124,2.087409811506367
72,0.8326772676583077,2.116808985272563
73,0.8206874690108985,2.1462081590387583
74,0.8493387276358474,2.175607332804954
75,0.8637416992486924,2.20500650657115
76,0.8622472425047532,2.2344056803373458
77,0.8987101183544357,2.263804854103541
78,0.8913620631665744,2.293204027869737
79,0.793568226170204,2.322603201635933
80,0.7855933818955311,2.3520023754021286
81,0.7074329731892757,2.381401549168324
82,0.7964909607962625,2.41080072293452
83,0.8012465929132596,2.4401998967007157
84,0.8115915389724914,2.4695990704669115
85,0.7745535714285714,2.498998244233107
86,0.8501908396946565,2.5283974179993027
87,0.8168367346938776,2.5577965917654986
88,0.7357594936708861,2.5871957655316944
89,0.8420731707317073,2.6165949392978898
90,0.9285714285714286,2.6459941130640856
91,0.8491735537190083,2.6753932868302814
92,0.6666666666666666,2.7047924605964773
93,0.9576023391812866,2.7341916343626727
94,0.8296875,2.7929899818950643
95,0.745,2.82238915566126
96,0.75,2.851788329427456
97,0.875,2.8811875031936514
98,0.875,2.910586676959847
